Job Name,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted,Min Experience,Max Experience,Experience Category,Search Text,Extracted Skills
Full Time Office Boy / Cleaner  Job in Pakistan,"OXVOR International, Pakistan",Full Time Job,2 Years Job Exp.,Consumer Job,We are in need of Office Boy/Cleaner. all office cleaining &amp; dealing with staff &amp; guests.,Lahore,2021-01-11,2,2,Experienced,Full Time Office Boy / Cleaner  Job in Pakistan We are in need of Office Boy/Cleaner. all office cleaining &amp; dealing with staff &amp; guests.,[]
Full Time Enterprise Sales Specialist - Amazon Connect Jobs in Pakistan,"Weblogical, Pakistan",Full Time Jobs,3 Years Job Exp.,IT Jobs,"The ideal candidate will have enterprise sales experience, a self-starter, and be willing to operate both tactically and strategically. As key team member in this fast growing, exciting space you will have the opportunity to help drive the growth and",Lahore,2021-01-11,3,3,Experienced,"Full Time Enterprise Sales Specialist - Amazon Connect Jobs in Pakistan The ideal candidate will have enterprise sales experience, a self-starter, and be willing to operate both tactically and strategically. As key team member in this fast growing, exciting space you will have the opportunity to help drive the growth and",['Sales']
Full Time Content Specialist Job in Pakistan,"Weblogical, Pakistan",Full Time Job,5 Years Job Exp.,IT Job,"Create content strategies, research trending topics, and write content. Work closely with other members of team, such as writers, designers, and managers.Should have great writing skills and a strong ability to market their work (USA Marketplace Reco",Lahore,2021-01-11,5,5,Experienced,"Full Time Content Specialist Job in Pakistan Create content strategies, research trending topics, and write content. Work closely with other members of team, such as writers, designers, and managers.Should have great writing skills and a strong ability to market their work (USA Marketplace Reco",[]
Full Time Hostel Warden Jobs in Pakistan,"Abasyn University - Islamabad Campus, Pakistan",Full Time Jobs,1 Year Job Exp.,Hospitality Jobs,The Warden shall directly hold control of the hostel and administer the hostel affairs.The Warden shall be responsible for maintaining discipline and law and order in the hostel and shall use his discretion and judgment in all cases requiring immedia,Islamabad,2021-01-10,1,1,Experienced,Full Time Hostel Warden Jobs in Pakistan The Warden shall directly hold control of the hostel and administer the hostel affairs.The Warden shall be responsible for maintaining discipline and law and order in the hostel and shall use his discretion and judgment in all cases requiring immedia,[]
Full Time Programmer Jobs in Pakistan,"Shifa Pharmacy, Pakistan",Full Time Jobs,1 Year Job Exp.,Web & E-commerce Jobs,"We are looking for an outstanding Web Developer to be responsible for the coding, innovative design and layout of web development projects. Programmer responsibilities include building website or softwares from concept all the way to completion from",Lahore,2021-01-10,1,1,Experienced,"Full Time Programmer Jobs in Pakistan We are looking for an outstanding Web Developer to be responsible for the coding, innovative design and layout of web development projects. Programmer responsibilities include building website or softwares from concept all the way to completion from",[]
Full Time Customer Support Representative Job in Pakistan,"Shopizz, Pakistan",Full Time Job,1 Year Job Exp.,Web & E-commerce Job,"Salary : 20000 - 30000 + BonusWe Require A Proficient Customer Support Representative For Our Online Store.Will:
Manage Facebook, Instagram and Whatsapp QuriesRespond to customers&rsquo; needs and concernsProvide information about products and servic",Faisalabad,2021-01-10,1,1,Experienced,"Full Time Customer Support Representative Job in Pakistan Salary : 20000 - 30000 + BonusWe Require A Proficient Customer Support Representative For Our Online Store.Will:
Manage Facebook, Instagram and Whatsapp QuriesRespond to customers&rsquo; needs and concernsProvide information about products and servic",['Customer Support']
Full Time Customer Service Representative Jobs in Pakistan,"Divergent Solutions, Pakistan",Full Time Jobs,< 1 Year,Customer Service Jobs,"Looking for fresh and experience agent for Solar Project, working with us can help you earn upto 50k or more depending upon your calliber as we have best incentive plans.Person should be able to communicate in fluent english &amp; should be able to w",Islamabad,2021-01-10,0,1,Entry Level,"Full Time Customer Service Representative Jobs in Pakistan Looking for fresh and experience agent for Solar Project, working with us can help you earn upto 50k or more depending upon your calliber as we have best incentive plans.Person should be able to communicate in fluent english &amp; should be able to w",['Customer Service']
Full Time Pharmacist  Jobs in Pakistan,"Pharmacy, Pakistan",Full Time Jobs,1 Year Job Exp.,Pharmacy Jobs,Read The Below Carefully. All irrelevant Calls or Msgs will be ignored strictly2x Pharmacists with Category Required - ONLY APPLY IF YOU FULFIL THE BELOW CRITERIA.CriteriaLocation DHA PHASE 2 ISlamabad/RWP1) MUST have Category license up and ready fo,Islamabad,2021-01-10,1,1,Experienced,Full Time Pharmacist  Jobs in Pakistan Read The Below Carefully. All irrelevant Calls or Msgs will be ignored strictly2x Pharmacists with Category Required - ONLY APPLY IF YOU FULFIL THE BELOW CRITERIA.CriteriaLocation DHA PHASE 2 ISlamabad/RWP1) MUST have Category license up and ready fo,[]
Full Time Devops Cloud Engineer Job in Pakistan,"InformationSoft, Pakistan",Full Time Job,5 Years Job Exp.,IT Job,"Do you want to be part of a fun, innovative team working on complex and challenging problems? We are looking for a talented individual to join our team in the role of a DevOps Engineer who will help us first build out our technology stack followed by",Lahore,2021-01-10,5,5,Experienced,"Full Time Devops Cloud Engineer Job in Pakistan Do you want to be part of a fun, innovative team working on complex and challenging problems? We are looking for a talented individual to join our team in the role of a DevOps Engineer who will help us first build out our technology stack followed by",[]
Full Time Sr Front End Developer Job in Pakistan,"InformationSoft, Pakistan",Full Time Job,5 Years Job Exp.,IT Job,A front-end web developer is responsible for implementing user interfaces that users see and interact with in a web application.You will play an important role in creating the high-level design artifacts.Front End developer should be proficient with,Lahore,2021-01-10,5,5,Experienced,Full Time Sr Front End Developer Job in Pakistan A front-end web developer is responsible for implementing user interfaces that users see and interact with in a web application.You will play an important role in creating the high-level design artifacts.Front End developer should be proficient with,[]
Full Time Application Engineer Job in Pakistan,"InformationSoft, Pakistan",Full Time Job,5 Years Job Exp.,IT Job,"You are someone who can be responsible for designing, developing, and implementing programs and applications. You should thrive in a fast-paced, team-oriented environment, take initiative, be passionate about innovating creative solutions and problem",Lahore,2021-01-10,5,5,Experienced,"Full Time Application Engineer Job in Pakistan You are someone who can be responsible for designing, developing, and implementing programs and applications. You should thrive in a fast-paced, team-oriented environment, take initiative, be passionate about innovating creative solutions and problem",[]
Full Time Virtual Reality And 3D Game Developer Job in Pakistan,"InformationSoft, Pakistan",Full Time Job,5 Years Job Exp.,IT Job,"We are looking for a mid to senior level 3D Game developer or technical artist focused on 3D environment creation, asset production for VR, AR, and other real-time 3D interactive experiences to join our fast-growing Immersive Technology Team. The 3D",Lahore,2021-01-10,5,5,Experienced,"Full Time Virtual Reality And 3D Game Developer Job in Pakistan We are looking for a mid to senior level 3D Game developer or technical artist focused on 3D environment creation, asset production for VR, AR, and other real-time 3D interactive experiences to join our fast-growing Immersive Technology Team. The 3D",[]
Online Full Time Digital Marketing And Social Media Executive Job in Pakistan,"IPSpecialist, Pakistan",Full Time Job,< 1 Year,IT Job,"Job Description:IPSpecialist is ramping up its operations and looking for young professionals in the field of digital marketing on an urgent basis.In this role, you will contribute to growing the brand&rsquo;s presence on all social and digital platf",Karachi,2021-01-09,0,1,Entry Level,"Online Full Time Digital Marketing And Social Media Executive Job in Pakistan Job Description:IPSpecialist is ramping up its operations and looking for young professionals in the field of digital marketing on an urgent basis.In this role, you will contribute to growing the brand&rsquo;s presence on all social and digital platf","['Marketing', 'Digital Marketing']"
"Full Time WFH - Fresh CS, IT & Telecom Grads - Technical Writing - Cloud (Azure, AWS, Google) Job in Pakistan","IPSpecialist, Pakistan",Full Time Job,< 1 Year,IT Job,Work from Home opportunity.We are looking for Fresh IT/Telecom graduates with some Cloud(Azure/AWS/Google/Alibaba) Knowledge.Willing to grow their career in CLOUD domainPosition holders/Good GPA candidates are preferred.Experience is not a per-requis,Karachi,2021-01-09,0,1,Entry Level,"Full Time WFH - Fresh CS, IT & Telecom Grads - Technical Writing - Cloud (Azure, AWS, Google) Job in Pakistan Work from Home opportunity.We are looking for Fresh IT/Telecom graduates with some Cloud(Azure/AWS/Google/Alibaba) Knowledge.Willing to grow their career in CLOUD domainPosition holders/Good GPA candidates are preferred.Experience is not a per-requis","['AWS', 'Azure']"
